subject,time
4952678,time001
3503787,time001
3706044,time001
5617441,time024
3447135,time017
5312550,time020
5120115,time001
3256768,time001
4738264,time001
5241233,time027
5371165,time022
4753497,time022
4006492,time001
5800163,time027
4808047,time001
3214525,time001
2604003,time001
5157181,time001
2687034,time020
4187605,time022
3848847,time001
6011655,time021
5607052,time001
5217841,time022
4955320,time001
3316442,time017
5252860,time001
4447094,time001
3998639,time001
3296447,time022
2199040,time001
2794821,time001
3925694,time001
3189383,time001
2910640,time020
4200964,time026
3424759,time001
4991349,time001
2318475,time001
2258614,time021
2784597,time001
3720596,time001
5899654,time001
5542995,time001
4463474,time023
2146136,time001
4371216,time023
2374052,time024
4102762,time018
2527961,time001
3063363,time001
2231361,time001
3852288,time001
5679380,time021
4722160,time001
5128779,time001
4198904,time001
2854958,time019
4976334,time022
2437504,time001
5285877,time001
5788767,time022
2903029,time020
4510971,time001
5194974,time001
5223034,time023
5962862,time001
4224502,time001
5269560,time001
4939025,time001
5045474,time019
6018030,time001
3497537,time025
4903958,time001
3122672,time001
5011003,time001
5647577,time001
3365659,time001
4270958,time001
4642001,time019
3140165,time001
5234257,time021
5989375,time025
5980345,time001
3952385,time023
3990787,time001
2883463,time001
3432794,time018
2508765,time029
5790955,time001
4448404,time001
4584440,time023
4260440,time001
4085259,time022
4261600,time001
2968982,time022
4994346,time001
4510245,time022
5793532,time029
4468431,time020
2973048,time024
4988363,time023
4006842,time001
4412238,time001
3690106,time023
2710307,time026
5388148,time023
3465855,time024
4296933,time001
2655904,time001
4880796,time022
2208270,time022
5268350,time001
4295312,time001
4875173,time001
4221980,time019
4102762,time001
5071785,time001
2604937,time001
5702877,time020
4165128,time001
4796604,time001
4611895,time020
3555422,time021
5163160,time001
5206965,time021
2259195,time001
3245720,time001
4936113,time024
4896351,time001
5345787,time021
4030058,time025
4546401,time022
4339777,time001
5574241,time020
5596253,time025
5359480,time001
5670163,time023
5609947,time020
3016880,time001
3765660,time024
4715093,time001
3195635,time001
5352994,time001
4938583,time018
3853462,time024
5857517,time001
3197990,time022
5365498,time001
3347939,time020
5209750,time001
5112994,time001
3585382,time001
5387297,time001
5791833,time022
4487072,time031
2711199,time001
3483559,time001
4424016,time001
4787835,time024
5701486,time001
4224063,time001
2733112,time022
4972397,time001
2476913,time018
4431867,time022
2477192,time022
2734300,time025
3193265,time001
4767714,time022
5567295,time001
4443307,time024
3710259,time001
4805481,time001
2156079,time017
6003377,time001
4905078,time026
6019931,time024
4122398,time001
5277858,time001
2356446,time001
4468431,time020
4738077,time021
3929423,time022
5122729,time022
3560196,time001
3489893,time021
5611930,time021
3116460,time022
3598263,time023
2130126,time001
3268653,time001
4270958,time001
3174123,time022
3983484,time001
5938404,time001
3325595,time024
5950881,time014
3451934,time016
3503787,time021
5961477,time001
4939025,time028
3632839,time001
2789365,time001
4302823,time022
3203921,time023
3497537,time001
4491565,time001
5637229,time023
3216839,time027
2940187,time027
4650223,time001
3279850,time001
2225530,time022
5651405,time022
3385420,time001
2604937,time021
5365498,time022
3009326,time001
3289857,time001
3848548,time001
4807557,time001
4605213,time001
2966026,time001
4312615,time027
5355137,time021
4872308,time001
4481947,time021
3317185,time001
2830300,time001
2264578,time001
3967561,time019
4444246,time001
2171815,time018
2318424,time025
2898123,time021
4350613,time024
5577658,time025
4850418,time001
3392080,time021
3479406,time001
4979153,time024
2097028,time001
4920724,time022
4215285,time024
2435218,time023
2571730,time001
2358161,time001
3932581,time001
5964050,time020
2250304,time024
4226734,time030
2649868,time023
3485191,time019
3517164,time029
2727492,time021
5073239,time024
2687034,time001
3205925,time001
5640115,time025
4282966,time001
2139438,time001
5756805,time001
2128327,time019
3890945,time027
2556247,time001
5680456,time015
5338535,time001
2496794,time001
5679296,time027
3986095,time001
4030848,time018
2211846,time001
3437076,time001
3064654,time001
4567153,time001
3237111,time001
5938547,time001
5996091,time019
3174123,time001
4015423,time001
4007029,time019
3573987,time022
5476772,time024
3962672,time020
5372575,time020
5088150,time001
5777682,time001
5344386,time001
5986083,time001
2869433,time025
3896418,time001
4098309,time001
4796604,time025
5059579,time001
5205571,time001
2621711,time001
5030180,time001
4939365,time024
5292653,time022
4118615,time026
5964050,time001
5734834,time018
2752619,time001
2712874,time028
5733218,time001
4102762,time018
3336803,time024
5134631,time001
4000400,time023
2199040,time017
4880796,time001
4522949,time001
4186217,time001
3424759,time022
3187712,time019
5217079,time024
3429516,time027
4972840,time001
5085465,time024
5607635,time019
3489168,time001
5432232,time020
2506664,time024
5980345,time024
5490975,time001
3688084,time018
4896351,time025
4957576,time021
3383753,time027
3597857,time022
2989611,time001
5096034,time024
5768065,time001
2487048,time025
3946700,time021
5537601,time001
2106942,time020
5148979,time001
5565822,time001
5632471,time024
4376289,time024
4224860,time001
5656989,time001
2667016,time001
2990203,time030
2891064,time017
2256487,time001
4496524,time024
3749419,time001
3053737,time001
2917932,time001
3248403,time026
4504630,time022
4605213,time001
2460958,time030
5973358,time026
2737402,time001
3707303,time024
2679246,time021
5574241,time020
3838222,time020
4528559,time022
4910924,time001
3363772,time017
5192262,time001
4030887,time001
3314387,time001
5349363,time001
2892316,time001
4848109,time001
2476913,time001
5844054,time025
4942392,time001
2527563,time001
3631048,time001
5985930,time001
4889662,time021
4304456,time023
5131280,time022
4786928,time022
5991806,time001
2417383,time021
2146898,time001
5458640,time001
2339766,time001
3649967,time025
4095218,time001
2755075,time001
3189802,time017
3799906,time001
4086446,time001
2201783,time021
2820952,time001
2654902,time019
5675331,time001
3418482,time018
5855626,time022
2660664,time001
5946355,time001
5690716,time001
4957128,time020
2946299,time001
4424016,time026
4270189,time026
3159502,time001
2551619,time001
3773149,time001
3538404,time020
5680574,time021
4816372,time001
2995212,time001
5551033,time020
3498682,time021
3022885,time001
3737063,time020
4287383,time001
1614130,time001
5183035,time001
4459223,time021
4241365,time001
2561844,time001
3740850,time021
5923216,time001
4964790,time023
5085420,time001
3460837,time001
2622990,time024
2219213,time001
2945964,time019
3692169,time020
2176087,time001
5175910,time001
2381251,time001
3339925,time001
4311905,time025
4583554,time021
4618726,time023
2525832,time001
3572408,time001
2138046,time001
2768678,time001
2895559,time001
2857899,time001
3597866,time018
3946700,time001
4468780,time001
5303952,time001
4296738,time001
3195690,time024
4123882,time026
3750499,time001
5008183,time001
2496794,time021
2592701,time001
3088853,time019
5370115,time001
3275904,time022
5192262,time027
2408582,time001
3082461,time018
4209147,time001
3295120,time001
2667524,time024
3808095,time001
5660568,time001
5960076,time026
4996561,time025
5868340,time023
3915153,time001
5342133,time001
5537601,time024
5297559,time023
4711946,time001
5700188,time001
4935176,time001
2108556,time026
3995615,time001
5127278,time001
2608959,time018
5702877,time020
2184521,time001
4503674,time019
2919641,time001
3791863,time022
5569393,time025
3563531,time020
2753806,time001
3412855,time001
2350162,time022
5787445,time016
4541078,time001
2263357,time001
2664769,time026
3462170,time001
2101244,time024
3661718,time001
4628059,time024
5382925,time026
3735300,time022
4861416,time001
2187335,time001
4806859,time001
2447360,time001
5824788,time019
5064555,time014
4871191,time001
5577636,time022
3306413,time018
2347819,time001
2821190,time027
3687105,time024
4518387,time025
5714021,time001
4706112,time001
5963531,time027
4544265,time020
2208270,time001
3358111,time001
4656440,time020
2097028,time021
2338471,time023
5432232,time001
4671842,time001
5187104,time021
3384648,time001
3776378,time022
5819383,time019
5847647,time001
3136024,time021
4065582,time017
4965415,time019
5297192,time023
5342133,time001
4085259,time001
2199158,time001
3750202,time001
4187605,time001
2187335,time026
2655339,time023
2993349,time001
3214212,time021
4272042,time020
4007298,time001
3742744,time023
2397218,time001
4002858,time001
3423244,time023
2375710,time001
5565822,time027
5110741,time025
5125322,time001
3497994,time023
2509760,time001
2679691,time027
4592809,time017
2812478,time024
2621711,time022
3205197,time019
4651227,time001
3229975,time001
2527961,time019
2940472,time023
4541078,time017
3500349,time024
4181750,time017
5553730,time018
5956338,time001
2212560,time022
4077724,time001
5119387,time023
2428474,time001
5495689,time026
5775340,time026
2421584,time022
2371163,time001
2933157,time020
2384034,time001
3000387,time001
4468473,time001
5791892,time023
5371078,time001
4405159,time001
4823021,time022
6001225,time024
3462170,time025
5807935,time001
3101611,time023
3365779,time001
3909015,time001
2696759,time019
4293136,time001
5909150,time021
4862328,time001
2608440,time026
3548841,time026
3034084,time025
2179146,time021
4897886,time001
2518426,time001
4401271,time024
2974212,time001
5283304,time001
4748026,time025
5930064,time019
5079301,time001
5070839,time001
3446276,time027
2399884,time001
4570027,time001
4634942,time001
4601981,time027
3134530,time001
3066971,time001
2464920,time023
4117699,time019
4989441,time024
2969978,time001
5907482,time020
2688292,time001
2357384,time017
2500941,time022
5252860,time019
4440563,time001
5740203,time001
5382925,time001
4351353,time001
3836022,time020
3848399,time021
2338471,time001
3517908,time028
3024250,time001
5772453,time019
5187104,time001
4404058,time020
2203791,time001
4472766,time023
4335281,time001
2154555,time020
3966791,time025
3327146,time001
6001809,time001
4972840,time027
5622700,time001
4347275,time001
2922084,time001
3787274,time021
5632645,time001
3418482,time001
3852288,time026
2548666,time023
4275395,time001
4444102,time022
3429701,time024
5709826,time001
2221545,time021
5517621,time025
3627498,time024
2935180,time022
4156770,time017
5969953,time022
4461837,time020
5907482,time001
2986631,time001
2458825,time020
4405159,time028
5677178,time020
2943084,time019
4444533,time019
2463794,time001
4315841,time024
3944568,time001
4478948,time026
3383589,time001
5095398,time019
5569266,time001
5871420,time001
5728799,time001
3164413,time001
2713544,time001
2400859,time001
5403260,time001
5629444,time001
2173176,time021
3840742,time001
2259689,time001
5512305,time020
2462845,time001
2733362,time001
2834365,time001
3390317,time021
3186610,time001
5087047,time019
4590018,time020
5228456,time023
3857269,time001
5109534,time022
5089117,time001
2157173,time001
5371165,time001
5148090,time001
5221433,time001
3924765,time001
2347700,time001
4637473,time001
3854837,time022
2954875,time023
5668432,time001
3526755,time020
2710049,time018
3865853,time021
2832484,time023
5606031,time001
3104969,time023
2849314,time001
4044159,time001
5997483,time026
3950295,time023
5577102,time001
5193343,time001
3197990,time001
5226161,time001
5488565,time019
4852411,time001
3863038,time026
4549611,time001
3371866,time001
4097603,time025
5071785,time026
5498950,time001
3590205,time001
2620440,time001
4026578,time001
3557927,time021
5512973,time001
4367007,time001
3383849,time001
4866708,time024
3130342,time001
5935711,time022
2161595,time019
3912585,time020
4245335,time020
2278359,time001
5349363,time022
2660295,time001
3437867,time025
3434837,time001
2388013,time001
4965415,time001
3493783,time001
2783209,time019
4271671,time001
3313732,time001
5903405,time001
3549700,time001
4192362,time017
3462278,time026
3553663,time001
5269548,time021
3753474,time027
2326090,time001
3549171,time001
3388844,time017
3556978,time001
2935180,time001
3818747,time022
3755691,time001
4221452,time001
2632322,time001
4362978,time021
6000799,time001
4332573,time019
3087734,time001
4698257,time021
5508210,time001
4782317,time001
3742744,time001
4577911,time001
4650432,time022
3915752,time024
2203869,time022
3941324,time023
3053737,time026
4680042,time022
5867475,time001
5540142,time001
2296772,time022
4523474,time001
2926857,time001
5340390,time001
2677933,time022
3793009,time001
2659501,time021
2219914,time001
4678148,time001
4394930,time023
3498682,time001
4290292,time001
4444521,time001
4957128,time001
3316682,time001
4738146,time020
5120001,time001
3449961,time001
4467383,time025
2598386,time023
4489123,time023
3250767,time001
2154555,time001
2375710,time001
4431710,time022
6017000,time001
3328939,time001
3093732,time001
4819492,time001
3215491,time021
3156206,time027
2965485,time001
2343939,time001
6011655,time001
4606143,time001
2667747,time001
3122842,time001
4979781,time001
4240754,time018
3771645,time001
2165489,time022
5728799,time024
4664147,time024
3060922,time029
3943425,time022
2965485,time023
4284672,time019
3014754,time001
5144516,time022
3896418,time021
2742680,time001
3349165,time028
2248077,time024
3504458,time020
5868327,time001
4052115,time001
5844453,time001
5138894,time025
3883936,time001
5856776,time022
5237211,time024
2416681,time001
5262076,time001
3561891,time022
4021179,time001
5737779,time022
5690172,time026
2682251,time024
3823877,time001
5756901,time023
5159560,time022
4768048,time001
2605752,time018
4809003,time021
3100921,time026
3543800,time020
2920931,time021
5037513,time027
3978633,time001
3472765,time001
3671404,time023
2490613,time023
3195672,time001
5336154,time001
5502203,time022
5450834,time001
3861530,time001
2684247,time001
2739520,time001
5754332,time024
3580818,time018
4290956,time001
3363585,time025
3780601,time001
2660094,time022
2556247,time029
5287939,time001
4290270,time001
3046636,time001
2810700,time001
5169309,time022
5593496,time022
3437867,time001
3232330,time001
5392677,time023
5899562,time001
4527991,time023
5409619,time018
4594846,time001
5795061,time001
4631744,time001
4015321,time001
5259397,time021
5844453,time024
4705226,time022
5282555,time001
2437396,time001
2715550,time001
4470693,time001
3154374,time021
3617544,time021
2746547,time001
3672071,time023
5524980,time022
5407398,time021
2405693,time020
5574040,time022
4311905,time001
2605112,time001
4355298,time025
5882360,time025
2237715,time001
4030267,time023
4290292,time025
5826948,time001
4444557,time001
6009141,time001
5132455,time001
5966335,time021
2948106,time024
2839747,time001
5117865,time001
5561391,time020
3402822,time020
3786300,time022
3900229,time001
4999177,time024
3935818,time022
3381841,time018
4094720,time001
4698004,time021
2299762,time020
4378186,time019
5293700,time001
5202457,time020
3496489,time001
4226778,time024
5330904,time001
3176836,time021
4962533,time019
5788260,time001
4300811,time001
3710259,time022
4981074,time023
5153770,time001
2278359,time019
3256771,time020
3119364,time001
5699952,time020
3778065,time001
5769359,time001
4732718,time001
5923047,time001
5177746,time001
3397765,time001
2885188,time001
3222423,time001
5093051,time001
5236336,time001
5733218,time026
4380705,time001
5259047,time001
5472416,time024
4643145,time021
5245655,time020
4503645,time001
3402822,time001
3454789,time020
5132892,time001
4030984,time023
4566100,time022
5997651,time028
4394238,time001
3016880,time021
2163024,time026
3428383,time001
3684029,time001
3681836,time021
4737280,time023
5861117,time001
4318231,time001
5949661,time026
4778239,time023
5540292,time017
5590776,time024
6006071,time018
2931269,time001
3753841,time001
3690106,time001
5105080,time001
3142135,time001
2330548,time001
5728663,time001
5438521,time025
4982311,time020
4014115,time001
4286790,time001
3966791,time001
4952678,time025
2652995,time022
3314205,time023
3358576,time001
3316682,time018
3963677,time017
3466742,time001
3213406,time023
6020501,time001
1413101,time001
2561799,time001
3966149,time001
2892995,time001
2995659,time001
4359521,time001
5647226,time001
4679951,time023
3586137,time001
3998458,time001
3414923,time020
5096034,time001
5783591,time001
4980415,time001
6017466,time001
4275957,time019
3195635,time022
4415982,time001
5365498,time022
4698257,time001
5280965,time030
3262955,time001
4032960,time001
3836022,time001
2203447,time001
4859918,time021
4650733,time022
2264432,time001
5958706,time022
2759637,time001
4529313,time020
5824788,time001
3166313,time018
4296738,time026
3295486,time001
5785807,time017
3205197,time001
5628464,time021
4909445,time001
5466517,time001
3022806,time001
5688479,time018
5474748,time001
4962032,time021
5585545,time001
5110490,time001
4202864,time024
5998331,time023
4960764,time015
4805481,time021
4250736,time001
3527043,time023
2663827,time001
5367490,time021
3234075,time001
2264997,time001
2143626,time022
2322484,time024
5566852,time001
4897886,time025
5174750,time001
3216338,time019
3786187,time019
4148616,time021
5887875,time022
4200964,time001
3066971,time020
4406275,time022
3174123,time022
4577972,time001
3503883,time001
2318896,time001
2935214,time001
5973197,time022
5146613,time001
4872290,time001
2815334,time001
3722041,time001
4469806,time028
2545873,time001
3193456,time001
2287369,time001
4989462,time001
2220218,time020
5446175,time021
3517908,time001
3310232,time022
4168558,time018
3429516,time001
4081742,time001
3955280,time001
2237715,time023
3928077,time001
2408582,time023
5670454,time001
3793009,time030
5670837,time001
2176923,time001
5516504,time027
2197381,time017
4550272,time021
3935358,time020
2559365,time001
5887875,time001
2646964,time001
6019931,time001
2450490,time001
2778088,time001
3786187,time001
5719099,time023
4717548,time024
3692483,time001
4823945,time001
5839341,time019
5701486,time019
6013592,time025
3905365,time001
4118223,time001
5056650,time001
2350520,time025
3814014,time001
2947109,time001
2502393,time001
5844505,time027
4259287,time001
5709878,time021
5319282,time001
5069278,time019
5817753,time001
5424835,time026
6000799,time021
3056979,time022
3773149,time023
3938018,time020
3863038,time001
4300811,time022
3690678,time019
5715823,time001
5357718,time001
3670234,time022
3534102,time001
2534520,time027
2945370,time001
2332646,time021
5439419,time001
4191344,time001
3697977,time022
4050972,time001
5071993,time023
2451247,time001
2451247,time023
5163160,time024
2295439,time020
5388148,time001
4601981,time027
5396925,time026
2230311,time001
3758998,time024
5277858,time020
4188549,time001
5760396,time023
4827230,time001
2749084,time001
5369230,time001
5221807,time001
4272042,time001
5671554,time001
2902813,time023
4894091,time022
2447360,time023
4174150,time024
4058457,time025
5429474,time021
4801603,time022
4415982,time020
5997358,time023
2612826,time024
4680568,time001
4562608,time001
3073194,time001
5032869,time001
3980225,time021
3460510,time020
5316083,time001
3900919,time023
5166742,time001
2203447,time028
4243415,time001
5110692,time027
3713346,time017
4539212,time001
5079301,time023
5078359,time024
2423226,time001
5083014,time021
4015423,time021
5774681,time020
5652712,time001
3430738,time020
3180513,time001
2176856,time025
4632354,time023
2595179,time001
4965415,time019
6006085,time021
3889387,time022
5686791,time026
5748762,time021
4720810,time019
4151929,time024
5659562,time001
2322690,time001
3740831,time001
4308438,time024
5646975,time001
5414193,time001
3850080,time023
2344183,time028
3075455,time001
5043811,time001
4270189,time001
5259397,time001
4358749,time022
3549171,time021
2844059,time024
2875437,time001
3776922,time001
4143959,time023
3030625,time001
2237233,time024
2310316,time001
2157173,time023
2898939,time001
3103697,time001
5366689,time020
5129611,time001
5680456,time001
3950295,time001
3311648,time001
5436689,time026
2698976,time001
2425344,time001
5173793,time001
5157264,time001
2346247,time001
3720596,time023
5924386,time027
2238568,time001
3522105,time001
3082461,time018
3465855,time001
4809846,time001
5259047,time023
3460344,time013
5574578,time017
2647018,time020
2721564,time001
5352994,time024
3095978,time001
2170230,time001
5518150,time025
5488565,time001
4867000,time001
5764589,time019
2460958,time001
2124097,time001
3187712,time001
2472409,time020
4826003,time001
2867044,time001
5223034,time001
4583378,time001
5728663,time026
5529874,time018
3000409,time023
5237211,time001
4803459,time024
3059569,time023
5425366,time001
2919092,time001
3566733,time001
3615339,time001
5690716,time001
5330207,time001
5259125,time022
2299762,time001
2778088,time001
2209573,time001
3460837,time024
2619627,time001
3093732,time017
3408962,time023
2659641,time022
5906231,time001
2109143,time001
2264997,time025
4161672,time001
2310316,time018
3571886,time001
4800235,time001
2373944,time021
5946355,time022
4713037,time001
4632354,time001
2541810,time023
2185357,time001
3221694,time026
5531293,time026
3297924,time001
4667946,time001
3056979,time001
4686739,time024
4401271,time024
3189630,time001
3538515,time022
5896082,time024
5165069,time001
3889065,time022
4894091,time001
2944337,time023
5202543,time001
4226778,time001
5623911,time001
6018030,time021
4821215,time025
4255480,time001
3382260,time001
3677878,time001
4468780,time028
4236717,time001
2498191,time001
3249813,time018
5321252,time001
4286477,time001
5626349,time001
3537223,time020
2830300,time019
3205925,time001
3561891,time001
2497832,time023
2187749,time021
5789712,time026
4828139,time025
5470100,time001
3570873,time001
4702584,time021
2599862,time019
5713147,time001
4597730,time001
3970139,time001
3408238,time001
5606472,time020
6000521,time001
3384601,time001
4300054,time020
4616492,time023
2933157,time001
2405693,time001
2571894,time001
3848452,time001
5830793,time001
4470072,time020
2296772,time022
2617109,time018
5838702,time025
4359076,time001
5370115,time030
4383605,time001
2968982,time001
4082176,time001
3706157,time023
3243370,time022
4895217,time001
3958034,time021
2326242,time001
3128036,time023
4936901,time019
3032372,time021
3239827,time021
2202029,time020
5670975,time021
3918115,time017
3677405,time024
2626071,time001
5697346,time021
4387668,time023
4468473,time019
5483792,time001
3505633,time001
3776378,time001
5742407,time025
5173793,time020
2103755,time024
4399685,time021
3407563,time001
3668105,time001
2350520,time001
5943035,time001
2782737,time019
3156532,time001
4691087,time001
3109067,time024
4750978,time001
2883301,time021
5725752,time001
3116460,time001
5813599,time001
2161595,time001
4714046,time001
3472156,time001
4911400,time021
4498193,time001
3312743,time021
3526755,time001
2556247,time029
2500398,time001
3022806,time026
2677127,time001
4094525,time026
5500993,time023
2594570,time021
3115785,time023
4942392,time021
5157296,time027
5577102,time020
2660259,time026
3612320,time020
3690678,time001
2538184,time001
5063638,time001
4159565,time016
5815745,time021
5587323,time001
3692175,time001
5489070,time024
5284815,time001
4970579,time001
2400859,time024
3790962,time001
2889926,time001
3164413,time020
4737834,time026
3479923,time001
2108181,time022
5975531,time001
3773916,time001
5420978,time029
4131798,time024
3818702,time001
2892995,time021
5775306,time001
2501697,time001
3900919,time001
5772102,time001
5181485,time025
5555373,time025
3097610,time001
5056650,time020
5212736,time001
4596732,time024
5087047,time001
4646887,time022
5596630,time019
4400820,time001
2725480,time001
4204538,time001
4989441,time001
2266877,time001
4007029,time001
3305460,time035
3797192,time001
2404711,time001
2707066,time026
4745598,time027
4006492,time001
3396675,time020
5359480,time028
3605520,time001
5914766,time001
5064555,time014
3322636,time001
4738023,time001
3510359,time001
2933170,time001
3525418,time019
5540218,time001
5269548,time001
2187749,time001
5356226,time001
4956462,time001
2586986,time001
5177746,time025
3396675,time001
5507206,time001
5885616,time001
5359016,time001
5887852,time001
2421304,time001
3131376,time023
4118223,time022
4525617,time022
5246069,time001
5729924,time001
4451702,time001
4714810,time020
4188549,time001
3128036,time001
2574809,time024
5052360,time021
2102816,time028
6011573,time001
4220145,time001
4744515,time027
5035582,time022
3396675,time001
3812047,time001
4757975,time022
2737402,time024
