case_id,trans
1240767,"[0.6053483941140954, 0.5505416025107392, -2.359927857650808, -29.670186246750305, -0.4252789891178642, -0.38677535801301394, -3.359155740143248, 186.6387343829585, -0.12291964254460248, 0.13515636417491428, -4.925473313029062e-08, 9.693000368739419, 0.0, 0.0, 0.0, 1.0]"
1297830,"[0.44989882837034634, 0.29283938770868934, -3.4636261074064416, -5.881929717564546, -0.7071070380362693, -0.46025620473489315, -2.2037419922845367, 222.50694208313905, -0.09966207803983256, 0.15311417798837973, 4.860197658548745e-08, 7.395117843119014, 0.0, 0.0, 0.0, 1.0]"
1315163,"[0.552373388127443, 0.6394102480054364, -2.195599316115957, -42.46552214167369, -0.34962876902536955, -0.40471969214121384, -3.4687937994242883, 186.20058342870158, -0.13824913160787727, 0.11943056103837874, -1.2725817658862786e-07, 12.212113478846367, 0.0, 0.0, 0.0, 1.0]"
1321180,"[0.39897680351934905, 0.3264316631254571, -3.5177577346496647, -9.742651851190544, -0.6631994837701205, -0.5426107765171322, -2.1162625782651685, 221.49536092025386, -0.11568680168570014, 0.14139676522469394, 1.4797578148121694e-07, 9.812273498350947, 0.0, 0.0, 0.0, 1.0]"
1321650,"[0.5586323237282129, 0.7354777225490741, -1.5739954143422106, -26.404784214183792, -0.23190770548082745, -0.3053217862544084, -3.7915333594050806, 158.5497941606157, -0.14548420964730757, 0.11050260650124771, 2.490963210526677e-07, 13.466709068699874, 0.0, 0.0, 0.0, 1.0]"
1325835,"[0.46050778930404523, 0.6276435711806352, -2.576837517868626, -41.93103969148404, -0.3713173687078558, -0.5060826669078945, -3.195793357893835, 180.56461920455814, -0.14729760025675562, 0.10807357798683245, -3.810423616538992e-08, 16.272107525051354, 0.0, 0.0, 0.0, 1.0]"
1327922,"[0.47515472410198223, 0.36774322256544456, -3.2816257654275427, -5.281456197633204, -0.6321574530197214, -0.48925453039821726, -2.466600720736096, 214.19439770076332, -0.11181680370546906, 0.14447658533259852, 1.3151417837071769e-08, 9.918282094261654, 0.0, 0.0, 0.0, 1.0]"
1328951,"[0.46376514259091917, 0.34804574846604747, -3.3446836642696858, -6.787529121177052, -0.6516356220891805, -0.48903687541671625, -2.380394035957867, 219.2481292459695, -0.10965997229881168, 0.14612040164083878, 5.636679874153705e-07, 9.552061875608725, 0.0, 0.0, 0.0, 1.0]"
1338331,"[0.5205139427322897, 0.3372594572776891, -2.852422888454876, -1.7057657746039183, -0.5831184973610609, -0.37782140434566136, -2.5461856252234596, 205.48330527394808, -0.09934237593048773, 0.15332179768292312, 7.946729799228838e-07, 6.080537772896931, 0.0, 0.0, 0.0, 1.0]"
1342422,"[0.44928829261073927, 0.2828614400753224, -3.4789032661029213, -6.484164029334494, -0.7171363179367848, -0.45149190174082476, -2.1795450547221153, 222.0146586624293, -0.09733498262732208, 0.15460395356268478, 1.3947090205208825e-07, 7.62180505611449, 0.0, 0.0, 0.0, 1.0]"
1357252,"[0.3145500351576875, 0.2578754635034847, -3.7503294511325924, 0.6157764902363994, -0.7064714563198606, -0.5791862676335174, -1.669795133478325, 237.5459518925029, -0.1158269892156437, 0.1412819516762426, -1.0549472424115948e-06, 9.293653817372698, 0.0, 0.0, 0.0, 1.0]"
1367876,"[0.45663614380995693, 0.3446950392760513, -3.366988715154886, -5.113967694000195, -0.6546021674954366, -0.4941304431807757, -2.3487387619469042, 217.98964338490077, -0.11006806567701666, 0.14581324431748985, 2.247913608271271e-07, 8.862659947383491, 0.0, 0.0, 0.0, 1.0]"
1368696,"[0.4583580920462346, 0.3816187173691068, -3.2951609568700593, -10.331242495639742, -0.6168561240981824, -0.5135791430464569, -2.4484890950904883, 219.06908784341533, -0.11689401471197561, 0.14040039396232373, 5.150685845299923e-07, 9.151659702908178, 0.0, 0.0, 0.0, 1.0]"
1382291,"[0.5396617091289965, 0.5218835605021751, -2.7119691653978277, -31.448022879124636, -0.4748772225612883, -0.4592324166151987, -3.081948705996509, 203.93995562081514, -0.1270016285626774, 0.13132809159770634, 3.4865525356477487e-07, 9.620046356557163, 0.0, 0.0, 0.0, 1.0]"
1389249,"[0.5711863087580262, 0.549949501765851, -2.501522908883998, -38.086570536425896, -0.43895512305149914, -0.42263476683978324, -3.2550833655675095, 193.9727237219789, -0.1267132339074828, 0.131606373907127, -3.0903213761098954e-08, 10.166793012209473, 0.0, 0.0, 0.0, 1.0]"
1391183,"[0.4351356060219995, 0.29357918503367963, -3.4942237503028526, 3.458661361163294, -0.7055837616755589, -0.47604616609044403, -2.154898411218758, 218.02128524079674, -0.10217853020242322, 0.15144645676260426, 5.156211373862577e-08, 7.135560032014963, 0.0, 0.0, 0.0, 1.0]"
1409859,"[0.5903555836372236, 0.4716587027601308, -2.541556446826181, -20.320720925869225, -0.48368350586644865, -0.386434325166476, -3.1020733533079565, 196.82825787174022, -0.11403472288556132, 0.1427324885115077, -9.953835150100975e-08, 5.484869348714625, 0.0, 0.0, 0.0, 1.0]"
1431979,"[0.4586228966241472, 0.3106250598625811, -3.417929782186803, 3.7013795124299875, -0.6893411612161214, -0.46688971378000066, -2.2739707086707197, 219.25492285395228, -0.10245014379048702, 0.15126284850411884, 2.448979900330078e-07, 8.507567041997413, 0.0, 0.0, 0.0, 1.0]"
1434524,"[0.4353724039706879, 0.3856625597807094, -3.3394627731497044, -12.258139280923615, -0.6089050281056329, -0.5393978653505208, -2.387713375964079, 216.2561676252915, -0.12114106872233263, 0.13675277974292194, -5.3051481207133655e-06, 11.256482347857151, 0.0, 0.0, 0.0, 1.0]"
1438534,"[0.3620506854301783, 0.2112801278147207, -3.727163175013802, 13.724425835348264, -0.7841380669297756, -0.4576107858157547, -1.7208839142032621, 229.2992821363357, -0.09208252435092557, 0.15778875121003963, -4.130744105194327e-06, 6.4836788057429375, 0.0, 0.0, 0.0, 1.0]"
1475784,"[0.3952793058452587, 0.36037481079291317, -3.4686057004708752, -19.475877349177303, -0.6243736756941415, -0.5692467915834507, -2.195896462579661, 215.17570373207604, -0.12308525716588936, 0.13500555828703908, -2.1985417593145188e-06, 11.57828666315929, 0.0, 0.0, 0.0, 1.0]"
1477034,"[0.4738147402400127, 0.21130936365900654, -3.496965127334406, 8.000998498686037, -0.7779663612381617, -0.34694947806931997, -2.129804983348099, 220.8842580698415, -0.07441102272023076, 0.16685167364427325, 1.3570492651478453e-06, 3.7928477365171873, 0.0, 0.0, 0.0, 1.0]"
1478989,"[0.3519518525733081, 0.24435503499586675, -3.7093510963615053, 1.1541731856008823, -0.7422110271649702, -0.5153089379178063, -1.7589482722276955, 225.10167019460067, -0.10419112316434856, 0.15006895466417255, -7.00372906115404e-07, 9.24885437664626, 0.0, 0.0, 0.0, 1.0]"
1500994,"[0.35548274995429874, 0.14952236764312465, -3.787703259968743, 21.70298135070165, -0.7831463052006663, -0.491186726669607, -1.5654863031298432, 225.2742601742646, -0.09321137977289697, 0.15677285674735342, -0.043132888929745164, 6.98966959536733, 0.0, 0.0, 0.0, 1.0]"
1511089,"[0.5577160696488335, 0.5629566119592694, -2.503984211106643, -42.33059743215818, -0.35022580970974915, -0.5066221430865419, -3.234249136453067, 181.40990052550538, -0.1374806360243609, 0.11929877044178178, -0.0640420230306382, 13.782409183089463, 0.0, 0.0, 0.0, 1.0]"
1513927,"[0.30421522017983654, 0.17055764723983788, -3.847495178498086, 24.767013372992047, -0.817495373320322, -0.4583280854166667, -1.4317708026378677, 235.24398142933882, -0.08934280135799264, 0.15935603266201898, -2.1893747178590857e-07, 5.55007279782257, 0.0, 0.0, 0.0, 1.0]"
1517573,"[0.3163653440067599, 0.16469698321590145, -3.835264674101913, 15.62877117650627, -0.8286651985415752, -0.43139524980827093, -1.464216329662851, 230.1274278525924, -0.08436092443174781, 0.16204849807787547, 1.1376549571045439e-07, 5.345193054730529, 0.0, 0.0, 0.0, 1.0]"
1518837,"[0.5638746697492786, 0.4648503039524103, -2.5685051302952338, -18.478205783008548, -0.4827637928519117, -0.3979842510723348, -3.000047040984282, 193.20427521737588, -0.11621079840231854, 0.14096642023888575, -2.773882197235072e-07, 9.763050762381042, 0.0, 0.0, 0.0, 1.0]"
1523389,"[0.5416002958102418, 0.6072040863547289, -2.3866109952050207, -43.51083076606351, -0.3869788348914648, -0.4338430925719545, -3.3402506997072834, 183.00028062060895, -0.13633750441043008, 0.121608248858253, 4.186954470089629e-06, 12.234508900745695, 0.0, 0.0, 0.0, 1.0]"
1536533,"[0.555646522984886, 0.5797845683497541, -2.4463606388606034, -24.946803543086432, -0.4123152923470177, -0.4302358603373856, -3.2967414525065943, 190.97359899491872, -0.1318999332147023, 0.12640762998091656, -3.762046845808743e-06, 12.36831713319738, 0.0, 0.0, 0.0, 1.0]"
1557869,"[0.30757969519823497, 0.09083753500588958, -3.8884085665798755, 39.22448215950245, -0.8500869703666335, -0.42098357604084924, -1.299009093919457, 234.9097570314245, -0.0780989604277527, 0.16488134311007904, -0.03919964630503331, 1.630277601505309, 0.0, 0.0, 0.0, 1.0]"
1564487,"[0.3207550813857233, 0.18274801405623106, -3.6362152934663547, 13.833018547518662, -0.7695999058030434, -0.43847439619446854, -1.5155075383478143, 236.7359110167625, -0.09043903100861449, 0.15873645759716903, -2.951176784225137e-08, 5.531281525251285, 0.0, 0.0, 0.0, 1.0]"
1573307,"[0.4973610024784316, 0.6384228472342467, -2.411465303730732, -30.59704679681448, -0.36099390144072696, -0.46339166480060673, -3.3223518579631413, 190.43632128577508, -0.1441204398024067, 0.112275465397199, -4.6414144377350805e-06, 12.976890134497376, 0.0, 0.0, 0.0, 1.0]"
1573593,"[0.4755575593650139, 0.6360753975762358, -2.4946123124328503, -32.99148880691313, -0.36386304141378867, -0.4866793435335174, -3.2603824915372774, 185.15556773810883, -0.14631917293326832, 0.10939461107566764, 2.1594480539260795e-07, 14.881983849410254, 0.0, 0.0, 0.0, 1.0]"
1583250,"[0.5514523479995287, 0.6575470272294022, -2.1074527420709437, -36.35084028336658, -0.3298837261020766, -0.39333057628596824, -3.523042366814029, 167.84071719393404, -0.1399805903871377, 0.1173964037401042, 8.245197655433426e-06, 15.349930637655117, 0.0, 0.0, 0.0, 1.0]"
1584530,"[0.5283235148518258, 0.6565786831109508, -2.2099086088897093, -34.36738780560126, -0.3374715098011839, -0.4193945721090868, -3.459695177353508, 181.56222498054817, -0.14233446561398566, 0.11453113637192609, 4.38784649237162e-07, 13.919728426611087, 0.0, 0.0, 0.0, 1.0]"
1594504,"[0.23020359353562997, 0.08980833805238603, -3.977957022418612, 36.39034186099913, -0.9027229976096205, -0.3521817109509452, -1.0144173244878743, 236.82929774637188, -0.06639992150109474, 0.17019850682322088, -1.0824760845153394e-06, 2.270183600324546, 0.0, 0.0, 0.0, 1.0]"
1596026,"[0.5553833581639503, 0.6029651913637724, -2.351073903353977, -36.92220147416771, -0.38799705196098755, -0.421237132326869, -3.3653585664554493, 190.3501743220918, -0.1343760859775845, 0.12377216495483494, 4.676618296240685e-07, 12.486995690942209, 0.0, 0.0, 0.0, 1.0]"
1598687,"[0.37923397506196155, 0.26656377720469954, -3.637562694361206, 4.195975823978415, -0.7249097218675209, -0.5095402241070917, -1.902977200351073, 225.60858338302745, -0.10505800653032264, 0.14946336194581894, -2.1828651046500835e-07, 7.921652132879245, 0.0, 0.0, 0.0, 1.0]"
1600989,"[0.5266193160587515, 0.3493665103512111, -3.1815527297853023, -10.232091791206585, -0.6458037398109211, -0.4284304693307929, -2.594399122718263, 215.47610985015538, -0.10099591058069544, 0.15223766730363672, 1.8286588432406648e-06, 6.273436632270398, 0.0, 0.0, 0.0, 1.0]"
1602281,"[0.3301020571792638, 0.19749564352805354, -3.7893781655339867, 17.385282151133524, -0.7921112094709625, -0.47390709476073134, -1.5791762723107001, 234.96761484346786, -0.09379652943894577, 0.15677593044042928, 6.046259151554835e-07, 6.483424100579569, 0.0, 0.0, 0.0, 1.0]"
1604248,"[0.31340688139243067, 0.18679744067535548, -3.8222685096995295, 3.818459474541555, -0.799780207159855, -0.4766911611203754, -1.4978144144694165, 234.1159955824756, -0.09353556459300798, 0.1569317668812703, -1.045795355182537e-06, 5.405445542546108, 0.0, 0.0, 0.0, 1.0]"
1617239,"[0.4461075416219738, 0.4340537872763524, -3.2131004232285307, -16.785231580303645, -0.5609638045565726, -0.5458067249828189, -2.5552241096847865, 210.47091946078064, -0.1274018794870701, 0.1309398426890649, -2.429257066499416e-08, 11.902663401707827, 0.0, 0.0, 0.0, 1.0]"
1618937,"[0.5654894811848666, 0.42246470932870395, -2.7722172388807405, -11.919350374229055, -0.5409845966901327, -0.40415807640116164, -2.8977887849459796, 198.16062574756467, -0.1093415213421804, 0.14635885012820515, -1.8905856933556134e-07, 9.452153021885863, 0.0, 0.0, 0.0, 1.0]"
1619489,"[0.3938558783165455, 0.24550384226229546, -3.6363580416167065, 4.707830858156456, -0.7517021810939546, -0.46856081941265626, -1.905278135504984, 226.30747161783546, -0.09664084536074613, 0.15503879613900357, 2.5546576630842724e-07, 8.197445044555495, 0.0, 0.0, 0.0, 1.0]"
1639287,"[0.39651815633613546, 0.27193845003416833, -3.599599016837282, 10.8946250696751, -0.7231091640843786, -0.4959193159234949, -1.9738468781669378, 218.64736658881122, -0.10332804750920362, 0.15066451439609066, 1.2933386039323452e-07, 10.429624646712035, 0.0, 0.0, 0.0, 1.0]"
1641560,"[0.48320050917668217, 0.6642977049116056, -2.341173444065333, -37.98511990540753, -0.33546162216340697, -0.4611848411879441, -3.372253502424145, 187.48585996191707, -0.13885510117623184, 0.1010014263969033, 1.1529152072505278e-06, 14.583974451027412, 0.0, 0.0, 0.0, 1.0]"
1658905,"[0.5180040393524497, 0.4360454416571366, -3.0210278604772998, -8.139255670438757, -0.5629817230593754, -0.47390691863031725, -2.779671787583135, 199.2486477257529, -0.11765206172657247, 0.1397657814765888, -6.30384417941625e-08, 12.181211600120502, 0.0, 0.0, 0.0, 1.0]"
1659409,"[0.3753803787762301, 0.2503586563512049, -3.663611150226963, -0.8797533871744463, -0.7424407342229294, -0.4951685274594476, -1.8523331019010432, 225.91615352068192, -0.10136893805172519, 0.15198953812200464, -6.356650551536029e-08, 7.4036268759182375, 0.0, 0.0, 0.0, 1.0]"
1664881,"[0.5798072916332878, 0.6453246583282435, -2.041845706806041, -44.921795108160474, -0.3324128442980221, -0.3699747165255133, -3.5614674910860917, 173.70666971809052, -0.13589719781815923, 0.12210009387976, 1.2510681706871016e-07, 12.211113012619325, 0.0, 0.0, 0.0, 1.0]"
1668674,"[0.351226158180324, 0.2148542359176403, -3.7411493660966033, 12.071798190534587, -0.7773875137063138, -0.47554876422349207, -1.6902627607588878, 230.99478775113192, -0.09533474735827785, 0.15584533116653657, -1.2391223405777297e-07, 5.8162396817597015, 0.0, 0.0, 0.0, 1.0]"
1670427,"[0.46873397323091553, 0.36089517812083155, -3.309879016045624, -17.654148684614178, -0.63883757272281, -0.49186361822031116, -2.4285567069751193, 212.28939965294748, -0.11145355653319998, 0.14475698959419656, 1.586564324919515e-07, 11.534606185861557, 0.0, 0.0, 0.0, 1.0]"
1675202,"[0.5734525704011466, 0.567652716985112, -2.4249656102172126, -21.36056998337476, -0.3262344229551562, -0.5031657683075912, -3.2852248900427345, 180.35697457290613, -0.1372897553185077, 0.11904401000025688, -0.07751537484099416, 13.367563537877153, 0.0, 0.0, 0.0, 1.0]"
1682008,"[0.4567709733846939, 0.26382077462978926, -3.3999666714464363, 10.818999788121957, -0.7171680709874192, -0.41422250803853516, -2.1654673878964656, 218.40138889255533, -0.09137340511556007, 0.1582004492339644, -7.640140121249679e-07, 8.083323433644516, 0.0, 0.0, 0.0, 1.0]"
1687645,"[0.4538884507313436, 0.33455246059420046, -3.390410597131941, -2.7156956999250923, -0.6647950777081982, -0.49000771479725463, -2.314800804110188, 220.34638758470754, -0.10839565621369032, 0.14706074600068667, -1.0108155039756689e-08, 7.580205758280442, 0.0, 0.0, 0.0, 1.0]"
1688827,"[0.5123459458311972, 0.6789483333259987, -2.1588016322907886, -40.85285736498459, -0.27939012287941584, -0.4472454420638167, -3.4880549798376164, 181.0053195509841, -0.14835727142051122, 0.10637034218941963, -0.029589698067114537, 15.123023034475903, 0.0, 0.0, 0.0, 1.0]"
1697036,"[0.6119619267170627, 0.5199768230497042, -2.446429661152856, -26.879444279352185, -0.4241406675501284, -0.4202041151324091, -3.293263720250702, 191.2039441079139, -0.12195411408757058, 0.1358637253998762, -0.027454198721128174, 9.25792431355266, 0.0, 0.0, 0.0, 1.0]"
1702745,"[0.5697528850559077, 0.5755778927120853, -2.4081203865188834, -30.31105192020938, -0.41266876257362484, -0.41688890881235974, -3.324777132963793, 190.88756354730552, -0.12983836236424562, 0.12852424268919907, -4.813450024861182e-07, 10.058091495500882, 0.0, 0.0, 0.0, 1.0]"
1707301,"[0.5584337808542471, 0.4791187434595872, -2.780075342987043, -12.521948523995846, -0.5139552360051252, -0.4409614013200021, -3.020656496144994, 202.75094222618173, -0.1189608580107698, 0.13865350901243503, -1.6167604984379522e-06, 9.154324925691988, 0.0, 0.0, 0.0, 1.0]"
1707597,"[0.47878460914938126, 0.3750520619022995, -3.2587133430496293, -9.50825509661675, -0.6248911799190323, -0.48950205532189883, -2.4967923278255277, 218.4018334140194, -0.11266004257534187, 0.14382001288826934, 5.064435599051519e-07, 10.96746941100825, 0.0, 0.0, 0.0, 1.0]"
1708915,"[0.5763369917375571, 0.40049212568559883, -2.924382212663387, 1.83054376994221, -0.5849795833045924, -0.4064981510885024, -2.8811760539944498, 208.71668198249017, -0.1290251051176294, 0.18567632968442943, -1.900478367099346e-07, 7.721237881985915, 0.0, 0.0, 0.0, 1.0]"
1723537,"[0.4111555900206522, 0.18297749080177464, -3.6660488918902576, 21.198056321672077, -0.773140314112722, -0.448982110016473, -1.8389980184496413, 221.8037544975493, -0.088224525182958, 0.159783652015808, -0.032350672228874076, 5.183861677784102, 0.0, 0.0, 0.0, 1.0]"
1753358,"[0.39699745120362445, 0.1924394141525179, -3.6841392950320855, 8.532384574618192, -0.7564172571469863, -0.4851876820959826, -1.8008298933018716, 231.62188499168894, -0.09496942452663669, 0.1558312941451342, -0.03529033449545934, 6.345264158831805, 0.0, 0.0, 0.0, 1.0]"
1763668,"[0.5039795635900804, 0.46323962485440007, -2.992660108017481, -15.747867663893047, -0.4403276328203824, -0.5882882762863137, -2.784411442483915, 207.99020429430473, -0.1357486543209473, 0.12109152294376394, -0.06938103692597754, 12.345709204406273, 0.0, 0.0, 0.0, 1.0]"
1768758,"[0.5239058588226331, 0.4900846611662724, -2.859985864218366, -16.860642146210154, -0.5087635274458946, -0.47591947756076236, -2.945108730919158, 202.88579189356625, -0.12480470290779337, 0.13341764288268307, 1.487551416165066e-07, 11.475797317061083, 0.0, 0.0, 0.0, 1.0]"
1769840,"[0.337297270463902, 0.2515719244154947, -3.7241371639849326, 14.881750567061744, -0.7759600419114089, -0.471318636141414, -1.7210058167026157, 228.918774067786, -0.09737974289765422, 0.15443394651142012, 0.027176450096331697, 7.44917278652932, 0.0, 0.0, 0.0, 1.0]"
1772804,"[0.45827504343357345, 0.2671354501534342, -3.480098005064577, -5.191971099785434, -0.7323729859859972, -0.426910500852546, -2.1776374020936347, 218.449052284453, -0.09200401786215973, 0.1578345399381584, 2.6922831614285027e-07, 7.071750047433607, 0.0, 0.0, 0.0, 1.0]"
1784160,"[0.2861374422839669, 0.1719763213413797, -3.8697401572217283, 17.593234069692734, -0.8079336630701809, -0.4855849102897808, -1.370509283447814, 233.2533588776554, -0.09411200129226821, 0.15658675714430775, 1.0762655010756183e-06, 7.01497483049763, 0.0, 0.0, 0.0, 1.0]"
1787385,"[0.36203926194708225, 0.25504145036407383, -3.6807556485425024, -3.860100412887391, -0.7329804697412052, -0.516353621448497, -1.8180270724573975, 229.35521564383902, -0.10521351731172084, 0.1493539322387288, 8.855881519546606e-08, 8.292861545543015, 0.0, 0.0, 0.0, 1.0]"
1801539,"[0.23120842217468038, 0.13362738568539764, -3.9561753124334356, 30.064544484673874, -0.8343658352181904, -0.48220331847957887, -1.0962944300654462, 240.46982672864146, -0.09141488124836888, 0.15817648619784747, 3.4926242713625812e-06, 6.23075445416364, 0.0, 0.0, 0.0, 1.0]"
1806214,"[0.5211501621741574, 0.5902141707882226, -2.53082015073018, -36.88327947197325, -0.4080417153708628, -0.46211668449285337, -3.2323576758321857, 190.76765992113556, -0.1369466897848361, 0.12092181547284922, -1.3678664468546636e-07, 12.54419016187497, 0.0, 0.0, 0.0, 1.0]"
1806277,"[0.4120522200444717, 0.2377302002449147, -3.610992071551658, 4.66661781361303, -0.7618977783369169, -0.43955556560286313, -1.9529262246678496, 229.02250709112548, -0.0912958554683205, 0.15824521500908847, 4.69857797077706e-06, 5.3031773592750815, 0.0, 0.0, 0.0, 1.0]"
1806303,"[0.594834689071093, 0.5586149397273137, -2.372973575395162, -47.50728197639675, -0.3216163893510194, -0.49363256937652045, -3.3171180337376884, 182.82247225194354, -0.13459038197483258, 0.12177182542963123, -0.0854775419758585, 13.991879293047866, 0.0, 0.0, 0.0, 1.0]"
1812507,"[0.5113179772502905, 0.36672706606179734, -3.0945532567154426, -5.441567499944696, -0.6125434142726346, -0.4393258497429268, -2.5831690839624386, 211.95911397900534, -0.10647572536114228, 0.1484567317741249, 8.123521668421201e-07, 8.879899043890154, 0.0, 0.0, 0.0, 1.0]"
