subject,time,CD,HD
1967729,time001,2.0090742111206055,5.373716349280131
1755359,time022,2.544451951980591,4.733347254996418
1755359,time001,1.9814698696136475,4.389389038437354
1861316,time018,2.094295024871826,5.569158688391433
1861316,time001,2.3614397048950195,5.641374329624039
1857752,time020,1.6747419834136963,5.807071827273878
1857752,time001,2.2451627254486084,5.148920891451416
1924204,time022,2.2521541118621826,6.078580942850505
1924204,time001,2.567596912384033,4.741600074342125
1843276,time022,1.5714776515960693,6.147654172476356
1843276,time001,2.2562060356140137,4.986756411628507
1247775,time018,5.510855674743652,8.598424231855706
1247775,time001,1.6203300952911377,3.7634943629562585
1737495,time026,1.8889038562774658,5.6515362636652196
1737495,time001,1.7345826625823975,4.580928998785308
1946809,time026,3.8015880584716797,7.375807466890372
1946809,time001,3.471389055252075,7.000355353033639
1075716,time026,2.4657721519470215,5.914370152139326
1075716,time001,2.140883445739746,5.156916038014438
1198603,time022,1.9998952150344849,5.590247117031423
1198603,time001,2.3576178550720215,5.717163525811744
1070080,time024,2.389256715774536,6.106632814166421
1070080,time001,1.8477821350097656,4.661685968150601
1956140,time025,1.980774998664856,5.43102986638804
1956140,time001,2.0005857944488525,5.120806737181529
1902646,time020,1.9151065349578857,5.179891959383775
1902646,time001,2.2189652919769287,5.568283771336483
1032859,time024,2.395155906677246,7.999945587238962
1032859,time001,1.935943841934204,5.006834665079599
1954858,time022,2.4818930625915527,6.845754179393428
1954858,time001,2.669253349304199,4.397614259370551
1555706,time019,1.6670758724212646,5.464230790112163
1555706,time001,2.9564433097839355,5.877450456196779
1193174,time024,1.9585938453674316,5.796348125826609
1193174,time001,3.1120123863220215,6.634146056603227
1814662,time018,2.1485986709594727,5.560279216863181
1814662,time001,2.2380120754241943,5.620821103832474
2038214,time014,2.8240437507629395,6.1387800155007435
2038214,time001,2.4246466159820557,5.549481161237896
1426387,time026,2.3927581310272217,6.447421298943529
1426387,time001,3.073546886444092,5.384842609215768
1744691,time022,3.0737359523773193,7.07352723636568
1744691,time001,2.3587265014648438,6.901961449219972
2042477,time017,3.493846893310547,6.640307780868974
2042477,time001,3.7560200691223145,5.685975329876764
1074303,time020,3.293844699859619,7.291993658019158
1074303,time001,2.4405102729797363,5.466207193467682
2043503,time017,2.3411574363708496,6.5592639612536185
2043503,time001,2.852956771850586,6.218283801102995
1135078,time021,2.2326455116271973,6.339638745048337
1135078,time001,2.270120620727539,4.5135809920141385
1292586,time021,1.824385643005371,5.412080077292469
1292586,time001,2.0534095764160156,4.521239562209792
1567316,time001,2.369485378265381,4.928188180307988
2033280,time023,2.0012006759643555,5.881720697504958
2033280,time001,2.04827618598938,4.687585184992195
1725666,time018,3.9811763763427734,6.712462366707366
1725666,time001,3.371859073638916,6.479405580774943
2049223,time019,2.312419891357422,6.263967105733017
2049223,time001,3.0728373527526855,7.672106001576392
1634239,time020,1.4774317741394043,5.215409707694624
1634239,time001,2.1982831954956055,4.710493852537943
1846348,time029,2.0900328159332275,6.569843116447434
1846348,time001,2.4710216522216797,4.555893581396405
1460546,time022,2.138972520828247,5.606007877270155
1460546,time001,1.8699274063110352,4.844969405254336
1065646,time022,2.0835046768188477,5.630420681308556
1065646,time001,1.6557283401489258,5.189679241437371
1554204,time026,1.4785552024841309,5.619485793245738
1554204,time001,1.7208483219146729,4.9402109775959095
2081171,time027,3.0008301734924316,8.850754004823832
2081171,time001,2.9438741207122803,6.200123643105094
1574783,time019,2.1498727798461914,6.406545358556824
1574783,time001,2.5473532676696777,4.704961799556972
1080880,time022,2.7972757816314697,5.504836937564129
1080880,time001,2.434968948364258,6.734138491708379
1542012,time025,1.7566622495651245,6.7683346685566095
1542012,time001,1.920668125152588,4.560140059015637
1846575,time001,3.6555018424987793,5.908255497881583
1846575,time016,4.151360034942627,6.374776403100479
1734925,time019,1.7091777324676514,5.642191225970783
1734925,time001,2.018841028213501,4.4172711872070405
1951759,time024,2.544666290283203,6.165146210768081
1951759,time001,2.6813292503356934,5.103444005353796
1989228,time023,2.2756409645080566,5.70963937478575
1989228,time001,2.408816337585449,4.990506203289668
2081933,time023,1.9525184631347656,5.856134370602819
2081933,time001,2.525230884552002,5.19615908096607
1509022,time020,1.9870409965515137,5.875979729915923
1509022,time001,4.339470386505127,9.102398668367787
1355310,time022,2.6951518058776855,6.546433690549291
1355310,time001,4.733481407165527,6.422072329891676
1423652,time023,2.7667641639709473,7.408958958240143
1423652,time001,3.060662269592285,7.130250293728278
1570148,time022,2.747664451599121,7.298819209730148
1570148,time001,2.1556410789489746,4.917991770239932
1137879,time023,2.225468397140503,5.7909360259590335
1137879,time001,1.9549973011016846,4.957368780604521
1796436,time020,3.821784734725952,8.31616681849232
1796436,time001,2.59969425201416,5.144795729353875
1900135,time025,2.220888614654541,6.321580797221309
1900135,time001,3.014756679534912,6.743092746050461
1905876,time026,1.937635064125061,6.054253195532756
1905876,time001,1.6891149282455444,4.67959524416702
1540464,time021,1.501720666885376,5.42782739155688
1540464,time001,1.8665454387664795,5.29968807256313
1140046,time020,2.4561071395874023,6.723697771022999
1140046,time001,2.827596426010132,6.836187599657484
1220558,time018,1.9653037786483765,5.51883395881547
1220558,time001,1.9531548023223877,4.865767143722812
1584654,time026,1.5586793422698975,6.186600940497802
1584654,time001,2.5992941856384277,5.493349902659873
1499861,time024,2.7405853271484375,6.863026416059948
1499861,time001,2.0058462619781494,4.329160128373323
1388194,time024,3.280822277069092,7.668217538928126
1388194,time001,3.1049859523773193,5.294538809552227
1463040,time022,2.178339958190918,5.797135422350188
1463040,time001,2.4243054389953613,5.202313115311408
1388634,time022,3.091383934020996,7.83401515361174
1388634,time001,3.2874112129211426,5.871750923978556
1696317,time030,2.0598573684692383,5.534334187440276
1696317,time001,1.8570129871368408,4.621343513522682
1573342,time019,2.2207815647125244,6.579222562351158
1573342,time001,2.7763381004333496,5.4427357123539934
1448778,time027,2.6476364135742188,5.492903843671402
1448778,time001,1.4987432956695557,3.9809904178278486
1355057,time019,1.6595512628555298,6.25709612018008
1355057,time001,2.2056350708007812,5.255395328545064
2083297,time024,1.8763952255249023,5.021581457340822
2083297,time001,2.7698278427124023,5.269832510709745
1696665,time025,1.6541881561279297,5.059498490544615
1696665,time001,2.5503454208374023,5.352042555151512
2005318,time023,1.9116215705871582,4.266386753282967
2005318,time001,2.2033493518829346,5.347565563425345
1245563,time027,2.4709434509277344,5.124281701450113
1245563,time001,2.056184768676758,5.209965129648835
1540450,time018,2.493239641189575,5.624219473402998
1540450,time001,2.2936477661132812,5.221524959759724
1306692,time022,3.1392486095428467,10.569743601917308
1306692,time001,2.447643280029297,5.549326313901952
1984706,time023,1.6824020147323608,5.433554380839525
1984706,time001,1.885942816734314,4.529141686167575
1845662,time020,1.7052621841430664,5.676869341765182
1845662,time001,1.997779369354248,5.8143685116768395
1815653,time022,1.4473283290863037,7.5508541997661816
1815653,time001,1.6549739837646484,4.129326816241928
1166615,time027,3.6082205772399902,7.631810832062411
1166615,time001,2.7737860679626465,5.923405478207157
1144345,time022,2.536384105682373,5.721660310302622
1144345,time001,2.9209887981414795,5.981558303471319
1064412,time019,1.8973948955535889,5.2134802736688535
1064412,time001,2.8335893154144287,5.136932860424868
1163017,time015,3.0420916080474854,11.277329989164095
1163017,time001,2.8739547729492188,4.368186118336595
1211874,time022,1.8917694091796875,5.212733775397341
1211874,time001,2.072930335998535,5.068861769049641
1343832,time024,2.6314401626586914,6.375318353894771
1343832,time001,2.4650676250457764,5.072675207189923
1539727,time024,2.5345611572265625,8.065125763046987
1539727,time001,2.2980313301086426,4.886543629154707
1739738,time024,2.699624538421631,6.732895926026945
1739738,time001,2.712777614593506,5.7363957189490575
1687406,time020,2.7193846702575684,5.227733600184321
1687406,time001,1.9352954626083374,4.76239893233859
1580831,time001,2.7159547805786133,5.7034519898365215
1580831,time028,1.8814215660095215,5.421741504500407
1997878,time021,1.6383249759674072,5.347923735832136
1997878,time001,1.8279743194580078,6.376719840951648
1514841,time023,3.2365124225616455,6.989899094612882
1514841,time001,5.144087791442871,7.631522221075564
1819996,time021,1.6388309001922607,5.745003081703984
1819996,time001,2.6055450439453125,4.795951908946252
1424158,time022,1.7391629219055176,5.507776361506053
1424158,time001,1.780364751815796,4.2658884353771835
1140162,time024,3.477246046066284,6.963499046345823
1140162,time001,4.022928237915039,7.423996868546027
1746625,time021,3.0250658988952637,5.991986236496031
1746625,time001,2.4287781715393066,5.615125737740901
1973418,time022,2.286280870437622,5.511891867731137
1973418,time001,2.465312957763672,5.543677038196581
1774066,time023,2.1629374027252197,5.336870105987528
1774066,time001,1.9602075815200806,5.180711632860948
1862300,time022,1.8603342771530151,5.488031447687849
1862300,time001,2.145522356033325,4.390460541268617
1535748,time024,3.403733253479004,6.3030520282883815
1535748,time001,3.0093908309936523,5.851375134255866
1645388,time025,2.79252290725708,7.258283039045711
1645388,time001,2.542746067047119,6.1736659137026155
1770312,time017,2.1192522048950195,5.374037557577281
1770312,time001,1.97037672996521,4.218213835394909
1946120,time024,2.7920737266540527,4.858866289400833
1946120,time001,1.7296757698059082,4.652581815758066
1747259,time020,1.8621635437011719,5.1121472822922165
1747259,time001,1.9688045978546143,4.898672268266134
1532371,time024,8.714044570922852,11.103680709378699
1532371,time001,3.8580706119537354,5.92375052394106
1153557,time026,1.9616482257843018,5.0034656856324755
1153557,time001,1.876200556755066,4.6081501013266175
1402449,time026,2.276474952697754,7.340125356528141
1402449,time001,1.9619548320770264,4.643626476057833
1862871,time022,3.143324136734009,7.742201894271508
1862871,time001,2.2147669792175293,6.384908485073349
1890279,time020,1.7687017917633057,5.396335534430353
1890279,time001,2.423064708709717,4.786342929937091
1066371,time026,1.7047333717346191,4.95795128915891
1066371,time001,1.9516487121582031,3.9755727943319936
1676419,time023,1.7726507186889648,5.664656850979031
1676419,time001,2.3722610473632812,4.845900358727154
1528883,time021,2.243441581726074,5.041030790658529
1528883,time001,2.5841689109802246,5.644775834448989
1613552,time025,1.9969029426574707,4.999372710263425
1613552,time001,3.1566431522369385,5.307713186717148
1409989,time023,2.6609103679656982,6.548615940901894
1409989,time001,1.9859732389450073,5.936583569609504
1765115,time019,3.253304958343506,8.67209308783712
1765115,time001,2.0169999599456787,4.33132675334693
1332337,time019,2.069981813430786,5.669287952152078
1332337,time001,3.255133628845215,5.081126776979253
1444488,time024,2.308781385421753,6.9688903710662355
1444488,time001,2.225916862487793,5.726811014588358
1539229,time020,3.0507383346557617,6.812728530073753
1539229,time001,1.9518764019012451,4.075483850184625
1489120,time019,1.891845941543579,6.075860554513075
1489120,time001,2.3751187324523926,4.738239460479629
1302390,time025,2.424635410308838,6.590768078187807
1302390,time001,2.4851181507110596,5.004751611386975
1560502,time018,1.8822300434112549,5.436608491629556
1560502,time001,2.482879877090454,5.316383466896868
1222081,time001,2.310606002807617,4.6332577051831585
1222081,time013,2.5388436317443848,5.302264382910249
1759820,time019,2.602444887161255,5.895065300191967
1759820,time001,2.4734439849853516,5.262031135838653
1196992,time022,2.426518678665161,7.3010447010653285
1196992,time001,2.7795846462249756,5.74748345642651
1494536,time025,2.0435421466827393,10.822802781628349
1494536,time001,1.9872287511825562,6.199138755360524
1704781,time021,3.594001293182373,6.394686265638283
1704781,time001,2.396399736404419,6.137465502888078
2061934,time026,2.5300397872924805,6.562743235708256
2061934,time001,2.998065948486328,5.072163885938067
1232527,time017,2.141186237335205,4.918512260062044
1232527,time001,2.761406421661377,5.4520915015019025
1724393,time022,2.2509942054748535,6.795682831000752
1724393,time001,1.9477856159210205,3.859757282460749
1000739,time001,2.340742588043213,5.962057779570258
1000739,time016,2.576000690460205,5.650082108380352
1585211,time024,2.109077215194702,5.674325682291556
1585211,time001,1.5743951797485352,4.672985548058677
1368295,time025,2.9953036308288574,6.262974654014826
1368295,time001,2.2250542640686035,5.092638931328038
1923699,time025,2.0297632217407227,6.810690940620538
1923699,time001,1.7386375665664673,7.984697940025993
1588867,time022,3.161334276199341,4.903363166503151
1588867,time001,2.302462100982666,4.688620057339565
1275453,time023,2.3032026290893555,8.994111076997237
1275453,time001,3.038083553314209,7.860623467732941
1605234,time018,2.3113131523132324,6.729248173096154
1605234,time001,2.1511988639831543,4.448329243353762
1341996,time022,3.656921148300171,6.375255131339508
1341996,time001,3.718096971511841,5.955334951722142
1533397,time027,2.0444741249084473,5.645179981407681
1533397,time001,2.10815691947937,5.588987451423702
1599435,time026,2.7444348335266113,6.2304044278848885
1599435,time001,3.0006113052368164,5.08293794181798
1694639,time001,3.502502918243408,5.653268242043046
1694639,time028,3.4046101570129395,8.784422616896332
1189352,time023,1.908489465713501,6.354681684237947
1189352,time001,2.2643349170684814,5.613100411805538
1884359,time023,2.106934070587158,6.568305553309492
1884359,time001,1.8413978815078735,4.463045533479049
1532763,time023,1.9804844856262207,6.882018238442647
1532763,time001,2.9624600410461426,5.285971388788334
1101838,time026,2.096534252166748,5.9378067814995905
1101838,time001,2.208160400390625,5.449369037348793
1528350,time024,2.352637529373169,6.760233403237119
1528350,time001,2.372797966003418,5.409969994334377
1742603,time021,2.5929274559020996,8.046462060480389
1742603,time001,2.938352108001709,5.361649196558202
1941673,time025,4.135420799255371,7.557961863188735
1941673,time001,3.7693614959716797,7.489959084724503
1891358,time026,1.9379916191101074,5.7275307822401365
1891358,time001,1.8455581665039062,3.8569143628999125
1082991,time022,3.6027779579162598,7.048031828608853
1082991,time001,3.534027576446533,6.516916611156027
1365002,time023,3.7576730251312256,8.492152528978014
1365002,time001,3.808227777481079,6.469492122015899
1892537,time021,1.74379563331604,5.432594604762024
1892537,time001,1.7207136154174805,5.48013126601222
1670188,time026,2.646277904510498,6.217512542984288
1670188,time001,3.155534029006958,6.231314741727061
1340337,time020,1.8684390783309937,5.766986001365228
1340337,time001,2.155752182006836,4.828622796574576
1461558,time001,3.3010401725769043,7.548238567904478
1461558,time028,2.8183538913726807,6.910200873809077
1383438,time024,2.564378261566162,5.302301709800918
1383438,time001,3.0175492763519287,5.249315940425149
1552360,time025,2.314208984375,6.548729392512539
1552360,time001,1.965512990951538,5.887721856586213
1021168,time025,2.759979248046875,8.068489729117537
1021168,time001,1.6995022296905518,4.826267120800526
1877589,time018,4.372723579406738,8.437207009126665
1877589,time001,5.985439300537109,8.19935771114522
1231134,time017,2.5199809074401855,6.739758026724913
1231134,time001,1.906835913658142,4.582220134625076
1679024,time024,2.427103042602539,6.821588831048554
1679024,time001,2.673696279525757,4.790948965895618
2013204,time021,3.694270133972168,9.108899725845102
2013204,time001,5.443594455718994,7.585797710261125
1371497,time018,2.2465646266937256,7.767935024633594
1371497,time001,2.05751371383667,6.499086221518684
1114419,time019,1.7303321361541748,5.650478007512721
1114419,time001,1.7479878664016724,4.148467152693097
1736167,time023,4.926731586456299,6.610747400041677
1736167,time001,3.0422911643981934,6.198802983286213
1226394,time023,2.1874632835388184,5.774834595948332
1226394,time001,1.5865750312805176,4.236271472570404
1226312,time025,1.7095446586608887,5.009389408781716
1226312,time001,1.9918794631958008,5.51900787847758
1194540,time021,2.739968776702881,7.763919180059143
1194540,time001,2.2050750255584717,6.458015546732064
1628750,time020,2.6276473999023438,6.685150559807156
1628750,time001,2.7150001525878906,5.071225535350036
1667741,time024,2.607793092727661,5.082232901919026
1667741,time001,2.0602779388427734,5.779202620032068
1062635,time020,2.130631446838379,5.063063789183418
1062635,time001,2.115924119949341,5.146137204362524
1513302,time020,1.7820000648498535,4.826801727236102
1513302,time001,1.6234691143035889,3.6944626770796702
1685623,time026,2.2605597972869873,6.6727068834967005
1685623,time001,1.6686725616455078,4.606798888416865
1967491,time024,2.354696750640869,5.894767494067016
1967491,time001,1.919324278831482,4.227476744283075
1251379,time020,2.7515573501586914,6.867517476693222
1251379,time001,2.2881810665130615,6.547672184607118
1741030,time027,1.916300654411316,5.686853396529304
1741030,time001,1.9845025539398193,4.2081438672737965
1901233,time021,1.9820144176483154,5.451377075473054
1901233,time001,1.7827095985412598,4.862235244726221
1469049,time024,2.219663619995117,5.60989903741849
1469049,time001,2.114802360534668,4.349423883645603
1418594,time020,1.6513559818267822,6.009535017570749
1418594,time001,2.3273918628692627,4.648161011374976
1549585,time022,1.7337912321090698,4.9606029395808715
1549585,time001,2.0539047718048096,5.4583466044535704
1787530,time023,1.6372060775756836,5.062913689188089
1787530,time001,1.8895106315612793,5.586656697557087
1390525,time034,3.29276704788208,6.7532127103201285
1390525,time001,3.0462141036987305,5.441283597170574
1338793,time022,2.9078402519226074,6.867510641494375
1338793,time001,2.3322224617004395,5.48125826145688
1051847,time027,1.9160974025726318,5.015082292364556
1051847,time001,2.3844635486602783,6.348109455858658
2073693,time022,1.719649076461792,6.19492813771444
2073693,time001,2.209122657775879,4.742157236160572
1909561,time020,2.11374831199646,5.034977574028757
1909561,time001,2.0855565071105957,4.688951312787149
1785651,time024,2.273128032684326,6.4864813152270395
1785651,time001,2.141235828399658,4.735877790106304
1936830,time023,1.9712504148483276,5.863220379543748
1936830,time001,1.8503764867782593,5.271249406307798
2082180,time018,2.0621731281280518,5.598607651996537
2082180,time001,1.7460055351257324,4.630153816893469
1553194,time021,2.057314872741699,5.928542948048859
1553194,time001,2.0740554332733154,5.156010297894109
1263471,time023,1.9940159320831299,4.9913452504915234
1263471,time001,2.1524667739868164,4.747806484068712
1028925,time029,5.590088367462158,28.67955741174886
1028925,time001,5.14258337020874,8.618183624587425
1688411,time027,1.9012848138809204,7.094204976292985
1688411,time001,2.4861350059509277,5.55001270556464
2007599,time025,3.0338196754455566,5.0923690494302996
2007599,time001,3.066624641418457,5.128018137125567
1414550,time022,1.9103789329528809,6.081417420848438
1414550,time001,2.1628851890563965,5.628658697842466
1408127,time018,2.117417335510254,5.624477880409895
1408127,time001,2.219222068786621,5.636644248162731
1236373,time022,5.941393852233887,6.7656631457681815
1236373,time001,3.008693218231201,6.820595627165625
1523804,time022,1.489515781402588,7.57809656965254
1523804,time001,2.118683338165283,4.682414799023058
1668320,time026,1.8096003532409668,5.904598264848461
1668320,time001,2.0869104862213135,5.729156938173987
1138437,time026,1.7769558429718018,6.051055482663925
1138437,time001,2.0237021446228027,4.262986371720638
1290053,time023,2.667141914367676,6.452580012749268
1290053,time001,2.606544017791748,5.572895276255333
1129014,time026,4.176980495452881,30.211468724962938
1129014,time001,5.346418857574463,17.417420563470877
2033466,time023,2.884150981903076,7.480552340799644
2033466,time001,2.3316807746887207,5.171871236747793
1032612,time020,2.627152442932129,6.218149737809886
1032612,time001,2.180004119873047,4.8340240480981675
1980097,time023,2.40633487701416,7.215717052851975
1980097,time001,1.7158164978027344,5.6472379526112935
1277829,time022,2.1683192253112793,6.489082663453997
1277829,time001,2.4101040363311768,6.317988717076741
1611085,time023,2.334101676940918,5.64039188201561
1611085,time001,2.423727035522461,5.279250916978196
1795475,time001,2.1163339614868164,4.3452357575974565
1795475,time016,2.642519950866699,5.789619405390799
1390896,time019,1.6652936935424805,5.531707104298721
1390896,time001,2.3755016326904297,5.321865675651245
1417183,time018,3.1612002849578857,7.648120140560597
1417183,time001,3.0337913036346436,5.616053796644355
1144146,time022,2.6711249351501465,7.968184746141078
1144146,time001,2.7494449615478516,5.660808455423529
1470899,time022,2.9274425506591797,6.789746675466387
1470899,time001,2.462799549102783,4.834752444446196
1911059,time024,1.7398114204406738,5.489918129218815
1911059,time001,1.9063959121704102,5.321407514217428
1937734,time024,2.9062819480895996,6.676412297065894
1937734,time001,2.0439960956573486,6.120112611745674
1870627,time022,2.2930116653442383,6.1639368263858865
1870627,time001,1.6797444820404053,4.2506325057900165
1715121,time018,2.5472521781921387,6.305668724011664
1715121,time001,2.6023335456848145,6.004708961899188
1194151,time023,2.1453499794006348,4.965071568417052
1194151,time001,1.8588368892669678,4.318310915889059
1460107,time017,1.6834619045257568,4.853094009172737
1460107,time001,2.2251482009887695,6.3237839034842285
2063174,time022,2.3276853561401367,5.562125770641974
2063174,time001,2.7540197372436523,4.93976941303708
1019898,time024,1.6418235301971436,5.677811967948097
1019898,time001,1.9599034786224365,4.452775589408048
1249147,time019,2.4176440238952637,7.61312010112795
1249147,time001,2.7237510681152344,6.2315633346739725
1787121,time024,3.100508451461792,6.7799421037195
1787121,time001,3.613398313522339,5.288613005200835
1305606,time019,2.4988927841186523,6.601829848950171
1305606,time001,2.015778064727783,4.248343734536202
1232055,time022,3.1349000930786133,6.571650947677044
1232055,time001,3.1354117393493652,4.89960200005719
1665529,time024,1.6953295469284058,4.997863143264986
1665529,time001,2.470446825027466,5.606926616036535
1263412,time023,1.8337410688400269,6.1268126416238085
1263412,time001,1.9333781003952026,4.467855474054029
1933349,time020,2.613920211791992,5.863231254761869
1933349,time001,3.0725314617156982,5.523705339228126
1052632,time018,2.6935360431671143,6.047111213950447
1052632,time001,1.9579310417175293,4.537978289035489
1261009,time026,2.009251832962036,5.181292034416747
1261009,time001,2.240180730819702,5.08805888240047
1466404,time017,3.439748525619507,7.100765095675362
1466404,time001,5.635705947875977,7.283476422273606
1722623,time027,2.6135413646698,5.847581444721823
1722623,time001,4.346529483795166,7.7283802754304824
1308954,time019,2.217094898223877,8.76648397867523
1308954,time001,2.5668063163757324,5.452365780469542
1413050,time018,2.69316029548645,6.263075434460956
1413050,time001,2.397697687149048,5.811689597149295
1063548,time024,2.376890182495117,6.361569427389209
1063548,time001,2.337291717529297,4.601286073613827
1643666,time019,2.2523508071899414,5.871416679877499
1643666,time001,2.708312511444092,4.805466390724314
1180503,time019,3.2157468795776367,6.947417145861809
1180503,time001,2.993612289428711,6.079785110102714
1901161,time019,1.7673070430755615,6.158959859302854
1901161,time001,2.6399402618408203,5.380874515149909
1145696,time020,1.5215480327606201,4.604132528180857
1145696,time001,1.8808434009552002,4.2108711396024
1398200,time021,1.609104871749878,5.451446117144783
1398200,time001,2.270195960998535,6.156369683404427
2038174,time017,2.860952377319336,6.448620167519566
2038174,time001,2.5961432456970215,5.494131604582877
1082831,time021,2.683281421661377,6.4153889728183815
1082831,time001,2.89582896232605,8.335822976653178
